,Unnamed: 0,Sol,peak_centre,delta_P_obs,p_lor_fit,p_lsr_delta_P,p_lsr_peak_time,p_lsr_fit,pres_rate,delta_V,v_lor_fit,v_lsr_delta_V,v_lsr_peak_time,v_lsr_fit,backg_V,time_FWHM,theta_obs,azimuth,miss_distance,D,delta_P,peak_Bz,mag_rate
49,49,651,651.6572190162037,-0.4510809315659116,0.0213611095994414,-0.3418581494089912,651.6572167849802,0.0213584415350983,10.0,12.572753731343283,,12.572753731343283,651.6572190162037,,8.037034726368159,0.9729999987030168,2.1106783265263053e-09,-2.5955189664554665,6.786880902008898,,0.2240963184406348,0.9139999999999872,2.0
50,50,651,651.6624590740741,-1.3334860370398474,0.0280940914115135,-1.2312588067006465,651.6624571904506,0.0278826453461814,10.0,8.526480099502487,42.01218373274524,0.9482402804149822,651.6624636456988,40.17039150254943,6.285431127192321,1.6549999971175566,8.117507248477059e-09,1.5980192940540054,7.915189148903833,,1.0133780421742913,0.8569999999999709,2.0
51,51,651,651.6636936226852,-0.6800965955814036,0.0144067574103128,-0.6385751946591348,651.6636297760024,0.0118904444264944,10.0,12.028980099502489,109.8119221545654,13.662233654241382,651.6625735322947,26.53724585604844,8.004214999999999,28.028999990419837,3.072252126692339e-09,0.7947502921331313,198.16573267524225,,0.3206809317094025,1.1370000000000573,2.0
52,52,651,651.6727522222222,-0.3743017762132012,0.0029342520850138,-0.3743017762132012,651.6727522222222,0.0029342520850138,10.0,10.956701492537311,,10.956701492537311,651.6727522222222,,7.409227064676616,0.7789999952365179,3.733704893213601e-10,-3.012776984178845,10.84917322845427,,0.0285009856915819,2.2390000000000327,2.0
53,53,651,651.6869348611111,-0.3876309840841259,0.0184461737424375,-0.4184637395221874,651.6869358066043,0.0184359594816817,10.0,8.817502487562189,38.964861863271246,-0.0405133612605255,651.6869462289119,37.769839137856685,6.139643022262425,1.3629999932163628,1.3431737997133592e-09,-2.026072138104609,8.439708464865,,0.1263248794996861,1.5130000000000337,2.0
54,54,651,651.7098066435185,-0.3530251019338948,0.0053889081076919,-0.3530251019338948,651.7098066435185,0.0053889081076919,10.0,11.926532338308458,62.3091450476499,1.076056251068587,651.7098081579078,60.29985913537448,7.751304154228856,1.2650000026042107,1.4188733965465223e-09,1.4783963960435818,9.182091371966012,,0.1407809114305419,1.1680000000000064,2.0
55,55,651,651.7150286805556,-0.6213806038683742,0.0054232153666731,-0.5496458293281155,651.7150245005372,0.0052521336917598,10.0,9.859512437810944,46.13236566692467,-0.4993984788846631,651.7151513255872,43.07209542842546,6.562958930348259,1.4599999998608837,9.062236664797071e-10,0.2162932462922387,14.895635051315612,,0.0716984598091542,0.6259999999999764,2.0
56,56,651,651.8739676967592,-0.5792150911407816,0.0280939924530565,-0.5792150911407816,651.8739676967592,0.0280939924530565,10.0,10.938611940298507,55.59438029238097,-0.3617176362142557,651.8739872892295,53.40376051506525,7.308175391698225,1.2650000026042107,1.5029599358331623e-09,0.533896908722091,10.774349397737032,,0.1306585834617535,0.6820000000000164,2.0
0,0,653,653.3808910185186,-0.390766727268101,0.0073055153035225,-0.3668592627558342,653.3808850601238,0.0071890608440612,10.0,14.985878109452738,110.50197856300234,1.6332254095015286,653.3806141308987,100.05481994157682,10.005360870646768,2.7250000024650944,3.519032328230779e-09,1.285311620152725,17.0565722962325,,0.6910466495604013,1.1700000000000728,2.0
1,1,653,653.4077637152777,-0.6250079252016576,0.0012385409810849,-0.5885371668159053,653.4077609549767,0.0011828283434794,10.0,10.617124378109452,50.4552353134582,0.869515988363364,653.4077673020056,47.42448483920111,6.854211318407961,1.7519999939395348,1.4789442121896372e-08,1.3899104922708765,4.63450965034408,7.634869436228097,-1.5461993108381291,1.1370000000000573,2.0
2,2,653,653.4794268518519,-0.5628972808212893,0.0139959723286577,-0.4661848303402406,653.4794249507736,0.0139127100049856,10.0,6.502243781094529,23.24259961291808,-1.371456260676463,653.4795623067682,20.52956006644925,4.451254081352034,2.5309999989985954,2.350984694407512e-08,2.268819768166264,3.2727251880034167,9.16965817566511,-0.8497123247669708,0.3859999999999672,2.0
3,3,653,653.4930687731481,-0.7695037067232988,0.006188778665946,-0.633187868550837,653.4930566347615,0.0049596159002035,10.0,5.333579601990049,16.28307661278862,0.8033088096412389,653.4930690301194,14.705261080432836,3.799145484697724,5.0600000005943,1.4789088601462665e-08,1.5653035949109793,8.232209780082426,9.923336810396778,-2.8878068039747427,0.6689999999999827,2.0
