Var1,Unnamed_0,Sol,peak_centre,delta_P_obs,p_lor_fit,p_lsr_delta_P,p_lsr_peak_time,p_lsr_fit,pres_rate,delta_V,v_lor_fit,v_lsr_delta_V,v_lsr_peak_time,v_lsr_fit,backg_V,time_FWHM,theta_obs,azimuth,miss_distance,D,delta_P,peak_Bz,mag_rate
24,24,186,186.535792824074,-0.365997090125461,NaN,-0.350000538293866,186.535963679152,0.0119991329998467,10,NaN,NaN,NaN,NaN,NaN,10.7851046534653,37.0647565265224,1.08314522425784e-08,-0.181159194038636,137.019127290001,299.588584294524,-0.642847401360859,7.971,2
25,25,186,186.545291666667,-0.374975325426476,NaN,-0.350001229993037,186.545379511405,0.0046062438981622,10,NaN,NaN,NaN,NaN,NaN,10.8039606930693,42.4010683045714,6.29064891696184e-09,1.51876822634949,206.039992775463,216.056230235357,-1.62320825270863,5.93599999999992,2
26,26,186,186.553230324074,-1.01682924319425,NaN,-0.973395813829426,186.553227167836,0.0035431526271975,10,NaN,NaN,NaN,NaN,NaN,8.74032504950495,25.9401611383324,6.42572067801255e-09,1.86156604016659,168.263043285159,NaN,0.857170345762423,1.11300000000006,2
27,27,186,186.556413194444,-0.411656995061435,NaN,-0.350000890360418,186.556408927766,0.0134825169598058,10,NaN,NaN,NaN,NaN,NaN,10.8871254455446,5.1645174408026,1.30233270023034e-08,-2.34682843295486,17.5760487115989,45.0081572230915,-0.563496609730277,1.48900000000003,2
28,28,186,186.569547453704,-0.975127762399893,NaN,-0.374800150667706,186.569588320824,0.0112865765149824,10,NaN,NaN,NaN,NaN,NaN,9.94818138613861,110.898487190789,1.30046546448734e-08,0.0341250880603259,357.128454151223,863.39701801418,-0.631300267478247,4.34500000000003,2
29,29,186,186.587853009259,-0.403652407262484,NaN,-0.39472180169497,186.587897921275,0.0030946595736711,10,NaN,NaN,NaN,NaN,NaN,7.90522712271227,72.5958528274899,3.82726799534804e-09,-2.55084253797529,351.424434099327,NaN,0.869505052395559,3.90199999999993,2
30,30,186,186.590621527778,-0.530009331261795,NaN,-0.372349000517457,186.590585122536,0.0387784501324344,10,NaN,NaN,NaN,NaN,NaN,11.3967535643564,32.8148173019398,7.47734371677163e-09,0.456210752636738,159.131897819111,207.347738180583,-1.24960442761222,4.46699999999998,2
31,31,186,186.618170138889,-0.499124521626527,NaN,-0.38067257393359,186.618164248808,0.0036515669917853,10,NaN,NaN,NaN,NaN,NaN,9.72597069306931,13.7949344617616,1.13309340399501e-08,2.5125448488888,46.8921566284495,98.8686712351898,-0.723199406862852,3.59399999999994,2
0,0,187,187.385947916667,-0.769121397649542,NaN,-0.629712434395476,187.385941112191,0.0101446622897417,10,NaN,NaN,NaN,NaN,NaN,8.39946148514852,3.87701757158599,1.26510943990601e-08,-2.99468082036116,13.8535465688682,18.0642304145694,-2.11115653844659,2.26400000000001,2
1,1,187,187.395833333333,-0.453802733815792,NaN,-0.350004922991648,187.395786299294,0.0029111809063059,10,NaN,NaN,NaN,NaN,NaN,8.09815445544554,50.8160652874134,7.74193065488171e-09,-0.169473095034857,166.841543264867,251.705336200701,-0.965121874385328,1.46100000000001,2
2,2,187,187.401733796296,-0.375677913397681,NaN,-0.35000210787497,187.401738087896,0.0097942385079549,10,NaN,NaN,NaN,NaN,NaN,7.46497673267327,2.43792101414729,7.29660439964919e-09,0.174975779271248,7.60024669319651,10.5176659175597,-1.08105245186228,1.00600000000009,2
3,3,187,187.40765625,-0.421403047916101,NaN,-0.350001496587375,187.407756136373,0.0175134344949962,10,NaN,NaN,NaN,NaN,NaN,10.6461951617842,31.2320005407569,1.10919776140218e-08,3.06530659318722,112.623587042715,251.628334289908,-0.630460585037116,1.51999999999998,2
4,4,187,187.408542824074,-0.591228199574175,NaN,-0.455928644008351,187.408461941734,0.0160763921294838,10,NaN,NaN,NaN,NaN,NaN,10.6845164516452,18.4347334359833,1.10919776140218e-08,3.06530659318722,76.1448176924649,129.731167675965,-1.08420239794929,1.66899999999998,2
5,5,187,187.415011574074,-0.401009312846895,NaN,-0.35000287112906,187.415006443186,0.0029431907672923,10,NaN,NaN,NaN,NaN,NaN,9.49776693069307,7.71200483597497,1.01539129540494e-08,-0.678038378325057,25.9305994675089,53.3398906278458,-0.680869122123959,2.76700000000005,2
6,6,187,187.421234953704,-0.378122989758708,NaN,-0.366683682117999,187.421234953704,0.0070800181778038,10,NaN,NaN,NaN,NaN,NaN,9.74156073671884,0.501287459283662,9.57137436276859e-09,3.0047419262088,1.8225468171886,3.36364446337666,-0.797298323321841,3.24400000000003,2
7,7,187,187.431532407407,-0.38396783798396,NaN,-0.35000024468274,187.431552782602,0.0029178454582611,10,NaN,NaN,NaN,NaN,NaN,9.23484588458846,19.3228252687859,5.50042612537651e-09,3.12602711583809,85.8303641164541,58.1495760600182,-3.40012177181759,4.43700000000001,2
8,8,187,187.433946759259,-0.403992675132713,NaN,-0.350007611970712,187.433948846542,0.0041565891688594,10,NaN,NaN,NaN,NaN,NaN,9.9165204950495,7.14142440514115,1.08444726359023e-08,-0.768780705318441,24.2595842320897,53.1004586714352,-0.642226068809128,4.09399999999994,2
9,9,187,187.445393518519,-0.357042478556877,NaN,-0.350002334254498,187.445377840137,0.0066015237046958,10,NaN,NaN,NaN,NaN,NaN,10.8756513861386,14.447048236842,7.19708510308456e-09,-0.177418012725758,66.0687701217081,89.4831736942871,-1.11320630179747,2.23000000000002,2
10,10,187,187.450994212963,-0.461688546566393,NaN,-0.350000819236129,187.45083531823,0.0064891882938303,10,NaN,NaN,NaN,NaN,NaN,10.3634252475248,106.087586512066,8.59448749367482e-09,-0.984471376529548,423.055258061821,728.740367993042,-0.821822171939843,1.61699999999996,2
11,11,187,187.452053240741,-0.374583909481771,NaN,-0.350001085393511,187.451966968049,0.0215001526374137,10,NaN,NaN,NaN,NaN,NaN,11.5409134653465,41.0081326565422,8.48629969270366e-09,0.0875425648595778,183.26957039468,310.992997834238,-0.836194290030338,1.37900000000002,2
12,12,187,187.452623842593,-0.393597975940224,NaN,-0.350000224869818,187.452617623789,0.015872711870346,10,NaN,NaN,NaN,NaN,NaN,11.4786584658466,14.6982339655606,8.48629969270366e-09,0.0875425648595778,65.3335023046848,110.865766594046,-0.836189378272326,1.26300000000003,2
13,13,187,187.463030092593,-0.395901020771248,NaN,-0.350000267769056,187.462812557326,0.0132105992490697,10,NaN,NaN,NaN,NaN,NaN,9.65545584558456,34.0511495015717,9.47819471369938e-09,1.04345446432224,120.470470079817,231.216460394332,-0.73006019510989,8.17399999999998,2
14,14,187,187.463667824074,-0.544758649196638,NaN,-0.350000089301809,187.463651184836,0.0126780994357339,10,NaN,NaN,NaN,NaN,NaN,9.72479847984798,17.3072320122533,9.47819471369938e-09,1.04345446432224,61.6714501804021,118.364790905747,-0.730059418614517,8.12400000000002,2
15,15,187,187.477380787037,-0.445524256453496,NaN,-0.350002089805274,187.477216679625,0.0038282423812919,10,NaN,NaN,NaN,NaN,NaN,8.33427623762376,71.7529264284496,4.53692318316153e-09,-0.395395074920967,316.713652817331,NaN,3.99652326150949,4.548,2
16,16,187,187.487111111111,-0.43194476495546,NaN,-0.350001674706623,187.487311537005,0.0073444348902906,10,NaN,NaN,NaN,NaN,NaN,10.8072754091736,70.2563633641622,7.52084798241897e-09,-0.900679554621024,312.326051768193,452.264638390284,-1.01767076490516,7.22400000000005,2
17,17,187,187.494092592593,-1.01489264477755,NaN,-0.910269825015831,187.494091150544,0.0186977009084111,10,NaN,NaN,NaN,NaN,NaN,7.99957685768577,0.956289264185364,1.15129616995632e-08,-0.384398755734428,4.10159248735482,NaN,7.94040213190949,5.42499999999995,2
18,18,187,187.497677083333,-0.444556771013936,NaN,-0.350000029752753,187.497654575438,0.0135583129279522,10,NaN,NaN,NaN,NaN,NaN,9.84462485148515,7.21886692798746,8.6887825639232e-09,0.468813482499233,27.1974040678124,47.4490583788596,-0.809968203693827,5.35500000000002,2
19,19,187,187.515304398148,-1.20774294509704,NaN,-1.08989806560426,187.51529408516,0.0068127686112707,10,NaN,NaN,NaN,NaN,NaN,9.58798267326733,9.28159485271071,3.01641208451029e-08,1.29533513728874,32.2553770471932,63.3110827261933,-2.2214920692181,4.97799999999995,2
20,20,187,187.52115162037,-1.99189621996493,NaN,-0.418069807993779,187.521595947347,0.0224481487342865,10,NaN,NaN,NaN,NaN,NaN,11.1846032384488,160.062343681278,1.68546241226413e-08,-0.768760633918591,537.624796427465,1466.32440891556,-0.64287547267865,4.80600000000004,2
21,21,187,187.52174537037,-0.718014146742235,NaN,-0.57039311337979,187.521648081341,0.0294956743230921,10,NaN,NaN,NaN,NaN,NaN,11.9475721139124,55.8457684918899,1.68546241226413e-08,-0.768760633918591,234.046528193298,490.049793109296,-1.09081823326555,3.82799999999997,2
22,22,187,187.535505787037,-0.59720520374799,NaN,-0.560453686292285,187.535609333418,0.0017734106393711,10,NaN,NaN,NaN,NaN,NaN,8.2208597029703,80.6666266481564,3.40022766744075e-09,2.58753643119032,513.371398596845,NaN,0.423395327525266,3.24099999999999,2
23,23,187,187.537496527778,-3.13062813129943,NaN,-3.08030117930958,187.537484294965,0.0153369956410402,10,NaN,NaN,NaN,NaN,NaN,9.29350207920792,5.55536789238423,5.34965008972495e-08,1.01126361306949,23.6227687140663,22.7524051753847,-16.3621992535924,4.11199999999997,2
24,24,187,187.543524305556,-0.389239508297123,NaN,-0.350002721980793,187.543462747933,0.0064593998864794,10,NaN,NaN,NaN,NaN,NaN,8.05509730973097,29.9593951114259,6.36864060190902e-09,-0.406141349992854,107.875008366567,116.324691193582,-1.55401046930538,0.647000000000048,2
25,25,187,187.569042824074,-0.500346678858364,NaN,-0.350001017111903,187.568686943274,0.0045388495192785,10,NaN,NaN,NaN,NaN,NaN,6.34896306930693,62.1233419828261,4.04217112658537e-09,3.07709462912762,221.304164975022,NaN,1.58594196197422,3.428,2
26,26,187,187.577935185185,-1.41934974601884,NaN,-1.28677480105612,187.577935414805,0.008051498418367,10,NaN,NaN,NaN,NaN,NaN,9.84677807780778,1.56038684163099,1.90036680177979e-08,-0.17486200528902,7.62366239709775,3.32562407623028,-28.335296822213,5.93999999999994,2
0,0,188,188.373769675926,-0.530843888485492,NaN,-0.492830772471671,188.373766975354,0.0087698101649885,10,NaN,NaN,NaN,NaN,NaN,6.61115613861386,1.63699849800632,1.12094565207771e-08,1.22624397633818,4.32700100136528,6.77767938299993,-1.29630094448809,0.892000000000053,2
1,1,188,188.375819444444,-0.511740557725489,NaN,-0.350000445300846,188.375821149986,0.004792632477384,10,NaN,NaN,NaN,NaN,NaN,7.49636415841584,5.8910462140872,9.93423095745928e-09,-2.83020458083371,15.8057441495726,31.8214835841709,-0.695396709981085,0.730999999999995,2
2,2,188,188.402206018519,-0.493654972605327,NaN,-0.458103160964576,188.402193074876,0.0075187902312412,10,NaN,NaN,NaN,NaN,NaN,7.50397534653465,12.5244548921929,1.10193553942505e-08,0.469849294988036,36.539150895778,61.4139690296767,-1.10674633224698,1.63999999999999,2
3,3,188,188.416668981481,-3.08466368755194,NaN,-2.56101008153985,188.41666326268,0.0174769177970854,10,NaN,NaN,NaN,NaN,NaN,9.11681297029703,3.00472868543139,5.9804980593859e-08,0.804230596722678,10.809110233973,17.5152796693117,-6.46237899297517,0.536000000000058,2
4,4,188,188.429046296296,-0.367044329715554,NaN,-0.350027514503952,188.429047610351,0.0031662562733626,10,NaN,NaN,NaN,NaN,NaN,8.5229198019802,1.88116038861025,8.40201172678515e-09,-0.014707439730832,6.23991031620259,10.4612599619897,-0.848166901710988,2.75199999999995,2
5,5,188,188.4361875,-0.364280060527108,NaN,-0.350000105604791,188.436236444487,0.0105095123867807,10,NaN,NaN,NaN,NaN,NaN,7.9985794579458,41.9648748494866,1.02834234739357e-08,1.0250331729335,118.077919763646,245.885930573818,-0.672848175685095,2.07299999999998,2
6,6,188,188.503077546296,-1.10624416658595,NaN,-0.979719060736145,188.503073213188,0.0296025443845132,10,NaN,NaN,NaN,NaN,NaN,7.31015495049505,4.46550113130301,2.17909908087713e-08,1.30887599015491,13.1981708668833,20.0629773121924,-2.67561139779518,4.65800000000002,2
7,7,188,188.512303240741,-0.381755711705864,NaN,-0.350034577051103,188.51230110991,0.0052848905614158,10,NaN,NaN,NaN,NaN,NaN,7.52890118615822,5.08637638734729,4.08023513739751e-09,-0.499134331721341,21.3873826470437,NaN,1.67146393059438,6.68399999999997,2
8,8,188,188.526385416667,-0.377413187071284,NaN,-0.350000963402542,188.526417576079,0.0163614927833658,10,NaN,NaN,NaN,NaN,NaN,8.71843257425742,37.9058815591305,5.81853670699155e-09,2.64546419162832,154.552991407863,130.857161367366,-2.30294173203077,3.95100000000002,2
9,9,188,188.527211805556,-0.45594614858112,NaN,-0.350001153912732,188.527247122135,0.0183819961203305,10,NaN,NaN,NaN,NaN,NaN,10.5451576237624,41.1416297355311,5.81853670699155e-09,2.64546419162832,202.893010472577,171.785454462474,-2.30294997999843,3.899,2
10,10,188,188.532109953704,-0.434583740003859,NaN,-0.382496582632769,188.532162354407,0.0170551915587968,10,NaN,NaN,NaN,NaN,NaN,7.07173752475247,12.2911343284857,6.82827977559471e-09,2.13300157780902,39.2266205438756,40.4844370855822,-1.81888908436508,3.93899999999996,2
11,11,188,188.553252314815,-0.501186189419627,NaN,-0.523408652628678,188.553252623151,0.0069392993965227,10,NaN,NaN,NaN,NaN,NaN,9.43724900990099,1.73657205806893,1.16047555802484e-08,-2.53143909119233,6.6365954277424,10.0446993747111,-1.43734866118202,0.418999999999983,2
0,0,189,189.360070601852,-0.350760164131771,NaN,-0.350000703279301,189.360074373708,0.0041724059431816,10,NaN,NaN,NaN,NaN,NaN,6.8098596039604,3.60473465344542,4.73037901173248e-09,-0.851175911158893,12.7321755821528,NaN,8.12171007701537,3.94000000000006,2
1,1,189,189.380282407407,-0.591016483289195,NaN,-0.427009591763497,189.380280175654,0.0120683108475239,10,NaN,NaN,NaN,NaN,NaN,7.46672960396039,9.44515797671832,7.21030069626024e-09,-0.72399102908115,32.7255118237547,29.1052528653187,-2.5863830725971,1.31600000000003,2
2,2,189,189.392394675926,-0.413900578770722,NaN,-0.350001293011962,189.392387131934,0.0036845966378719,10,NaN,NaN,NaN,NaN,NaN,8.41190633663366,16.5867637077837,9.69126052814942e-09,3.04952869053878,50.5598115300694,99.2870894088227,-0.713041706914671,0.763000000000034,2
3,3,189,189.411701388889,-0.630764059020066,NaN,-0.373897299402847,189.41161651841,0.00676946580823,10,NaN,NaN,NaN,NaN,NaN,9.11585415841584,51.3279980294663,9.79167288784632e-09,-2.5681186022286,174.342825512631,322.907631263608,-0.809874584247316,1.13300000000004,2
4,4,189,189.424430555556,-0.410743757022146,NaN,-0.360853165831779,189.424401773507,0.0081517094041759,10,NaN,NaN,NaN,NaN,NaN,9.43309514851485,13.3079629373802,1.06286326186475e-08,2.01677973679391,44.1059346796401,92.0653856535485,-0.69213057238883,2.43499999999994,2
5,5,189,189.457298611111,-0.482964254510421,NaN,-0.434387368389433,189.457296735954,0.0259255265122571,10,NaN,NaN,NaN,NaN,NaN,8.40557455445544,0.949296761054122,2.89322809753185e-08,0.670259991517488,1.86432374383204,7.1958924532217,-0.551017432077583,6.69299999999998,2
6,6,189,189.458377314815,-2.52748482185655,NaN,-2.56046340123486,189.458377362272,0.0100632055369209,10,NaN,NaN,NaN,NaN,NaN,9.21682920792079,0.744900957336236,2.89322809753185e-08,0.670259991517488,3.89450882001228,NaN,10.3397856778927,6.60000000000002,2
7,7,189,189.47041087963,-0.441390651775009,NaN,-0.368223143072247,189.47031807517,0.0070844090188317,10,NaN,NaN,NaN,NaN,NaN,9.3443805380538,63.8422946915855,8.89854302407953e-09,0.0856456244483899,231.398086351605,391.106008764179,-0.883809743015589,5.86799999999994,2
8,8,189,189.4713125,-0.439803966804561,NaN,-0.350001144727666,189.471363947287,0.0292453922559373,10,NaN,NaN,NaN,NaN,NaN,10.7242323232323,15.1785403888969,8.89854302407953e-09,0.0856456244483899,61.5568197658825,110.351850254638,-0.785635946026688,7.53699999999992,2
9,9,189,189.48540162037,-0.537930749974748,NaN,-0.350000851415811,189.485750527463,0.0102787250417417,10,NaN,NaN,NaN,NaN,NaN,6.91179472600725,61.4883468177773,1.06979094734867e-08,1.42393338961302,146.579558611731,316.842386592532,-0.649633656105644,6.09699999999998,2
10,10,189,189.486072916667,-0.398272826288917,NaN,-0.350003646356733,189.485839030111,0.0076323403470848,10,NaN,NaN,NaN,NaN,NaN,7.47020465346535,51.8274448102234,1.06979094734867e-08,1.42393338961302,133.531520148672,288.635962518775,-0.64964328495591,6.28700000000003,2
11,11,189,189.495327546296,-0.450609922488184,NaN,-0.350000492064362,189.495300433831,0.0096583904328272,10,NaN,NaN,NaN,NaN,NaN,9.95227831683168,12.8527754604555,5.91042541329352e-09,0.283909449645135,59.3538726005767,52.8004916556942,-2.11909418251165,7.29999999999995,2
12,12,189,189.510418981481,-0.551830856646802,NaN,-0.439861508984929,189.510309214952,0.0031985972596612,10,NaN,NaN,NaN,NaN,NaN,8.02021350847956,84.8794357682875,5.90822256514131e-09,-0.256191599573345,354.178863871551,NaN,8.87425020422852,4.61599999999999,2
13,13,189,189.512858796296,-0.390481318607613,NaN,-0.350004835418199,189.512782975043,0.0099698662067905,10,NaN,NaN,NaN,NaN,NaN,9.88689277227723,62.8351185112535,1.10680035470371e-08,-0.657640069052912,210.653805981616,469.7304181466,-0.631567642838989,5.70100000000002,2
14,14,189,189.52605787037,-0.354696068064982,NaN,-0.35000388791434,189.525996523876,0.0036288325349963,10,NaN,NaN,NaN,NaN,NaN,7.60047744774477,13.8324594067379,1.0856362405729e-08,-0.18973876919305,35.994754629261,78.866901807607,-0.641626861413054,2.601,2
15,15,189,189.529621527778,-0.381711275244925,NaN,-0.350000471178241,189.52963395953,0.0076006523223664,10,NaN,NaN,NaN,NaN,NaN,8.56475071071464,68.6436740451331,9.74330496760837e-09,0.103749052765438,212.471695586503,419.519603439108,-0.709109453996066,6.096,2
16,16,189,189.530315972222,-0.366188508482765,NaN,-0.350000889996735,189.530162148235,0.0132406297390288,10,NaN,NaN,NaN,NaN,NaN,9.36792109210921,58.9759548102641,9.74330496760837e-09,0.103749052765438,199.666084374447,394.234793335121,-0.709111173153606,6.05399999999997,2
17,17,189,189.559165509259,-0.86796590211668,NaN,-0.738255591330829,189.559178090914,0.0095607660003749,10,NaN,NaN,NaN,NaN,NaN,3.90196801980198,6.34006443026583,1.46612167088785e-08,2.36068941357859,10.5852327814097,13.5338870484518,-2.54469112358419,4.005,2
18,18,189,189.567415509259,-0.456749516964237,NaN,-0.449323400655874,189.56745226277,0.0052849283099509,10,NaN,NaN,NaN,NaN,NaN,7.14228693069307,36.5830870451792,4.15520872952466e-09,-0.434167081387515,163.834518907414,NaN,0.856730610838597,6.13200000000006,2
19,19,189,189.568319444444,-0.360409913444641,NaN,-0.350000382878248,189.568426504195,0.0312839211517263,10,NaN,NaN,NaN,NaN,NaN,8.41669376237624,20.350546552494,4.88335853054084e-09,0.0374194335042322,87.4373985391495,NaN,33.5995272397382,5.92100000000005,2
20,20,189,189.606657407407,-0.379231920947404,NaN,-0.35000296762066,189.606734628748,0.0035631922339091,10,NaN,NaN,NaN,NaN,NaN,7.33237514851485,33.9426449546845,5.38624885850755e-09,-2.95966933869823,120.972786457932,73.2265209522573,-4.17094355209241,11.24,2
0,0,190,190.381715277778,-0.379252958383063,NaN,-0.35001554516947,190.381667665947,0.0040139817675344,10,NaN,NaN,NaN,NaN,NaN,7.94487821782178,11.4254715282954,1.03803151954498e-08,-0.747975937122282,31.7836992957235,66.7804328124796,-0.667160459765715,1.08600000000001,2
1,1,190,190.392081018518,-0.374773991155848,NaN,-0.350002737590312,190.392238373336,0.0037340630339665,10,NaN,NaN,NaN,NaN,NaN,7.26440079207921,36.9732956718996,5.24797975857216e-09,-0.0404487232615526,132.26114438727,66.6993485220117,-5.85494541135434,1.18799999999999,2
2,2,190,190.410491898148,-0.586831795636954,NaN,-0.350001673487541,190.410417964854,0.007572672951081,10,NaN,NaN,NaN,NaN,NaN,7.85413881188119,29.4310905850534,1.18351721376229e-08,-0.883069069060041,75.7979341466953,179.279515366225,-0.600257104674209,3.51699999999994,2
3,3,190,190.418375,-0.55333367838557,NaN,-0.350000931285256,190.418372199298,0.0155035216104773,10,NaN,NaN,NaN,NaN,NaN,7.04781633663366,2.1888400379308,6.81619180906589e-09,3.09882574953137,6.66556504553506,8.23307026280968,-1.26765604544971,4.27300000000002,2
4,4,190,190.42277662037,-0.444656948823535,NaN,-0.350001956562996,190.422822741899,0.0089689859915302,10,NaN,NaN,NaN,NaN,NaN,8.07964861386139,36.5107517638112,8.47308120490807e-09,-0.112853473556653,114.322699479342,193.634097717794,-0.838015340391104,3.75900000000001,2
5,5,190,190.42941087963,-0.484212739609234,NaN,-0.35000047733146,190.429418603634,0.0055370013105807,10,NaN,NaN,NaN,NaN,NaN,9.73065910891089,5.49731062998432,8.43766047142456e-09,-2.78814922271983,20.7740179201701,35.0096416505014,-0.84294074988871,3.39300000000003,2
6,6,190,190.431283564815,-0.391155968332214,NaN,-0.350002155649769,190.431269688855,0.0042680332415825,10,NaN,NaN,NaN,NaN,NaN,10.5158882602546,12.4815027070305,1.38979263766049e-08,-2.37943556329169,39.717130552545,107.063192943281,-0.542668588646335,3.69900000000007,2
7,7,190,190.433019675926,-0.38743350776133,NaN,-0.350000126515324,190.433026692959,0.0044824324623739,10,NaN,NaN,NaN,NaN,NaN,11.0352452791671,28.6031980814647,1.2784781425237e-08,-2.71844481744392,99.5838016054243,251.223067032628,-0.569981834057929,4.21900000000005,2
8,8,190,190.433586805556,-0.426654194076718,NaN,-0.350003829785812,190.433586598174,0.0138362040732675,10,NaN,NaN,NaN,NaN,NaN,10.9666174339083,5.76934579134144,1.2784781425237e-08,-2.71844481744392,19.9615232003388,50.3571042231264,-0.569991655470357,4.20299999999998,2
9,9,190,190.449836805556,-0.388868418772517,NaN,-0.350002134324798,190.449701483665,0.0079074838908263,10,NaN,NaN,NaN,NaN,NaN,8.91665396039604,41.0049030082512,9.15079784716059e-09,-0.125198136437708,136.347832253787,252.084390394508,-0.759578842482013,2.77300000000003,2
10,10,190,190.457662037037,-0.44586706439236,NaN,-0.350002401444928,190.457116049684,0.0096874882527428,10,NaN,NaN,NaN,NaN,NaN,10.5100156435644,109.216275645311,7.74992624624963e-09,2.52570103242542,465.138322958178,702.735941048195,-0.963356016298238,1.65300000000002,2
11,11,190,190.458252314815,-0.451387591027583,NaN,-0.350211095671932,190.458200308004,0.0216127340920006,10,NaN,NaN,NaN,NaN,NaN,11.427237029703,13.2803685604554,7.74992624624963e-09,2.52570103242542,61.5137495348707,92.8593814062366,-0.964938707002313,1.51099999999997,2
12,12,190,190.463354166667,-0.475177510146636,NaN,-0.350005177079305,190.463469829512,0.0102712423155682,10,NaN,NaN,NaN,NaN,NaN,10.1858426732673,52.5309262817279,1.60431111288794e-08,-0.277081650881274,150.69874347592,452.231643673503,-0.505469889079524,3.96500000000003,2
13,13,190,190.464346064815,-0.437212460436172,NaN,-0.350000746027559,190.464388222846,0.0217036089211791,10,NaN,NaN,NaN,NaN,NaN,9.71880554455446,46.9670613830834,1.60431111288794e-08,-0.277081650881274,128.558601792017,385.794850959259,-0.505460647503882,6.84900000000005,2
14,14,190,190.468074074074,-0.483733203927386,NaN,-0.42958102272056,190.468030074499,0.0054783544274176,10,NaN,NaN,NaN,NaN,NaN,9.52988702970297,20.1560156417018,5.99581776568435e-09,-2.55755128939525,98.0382252628676,NaN,42.7004018419231,7.36700000000008,2
15,15,190,190.472203703704,-0.617766647540293,NaN,-0.489531520248413,190.472203899238,0.0131699319919711,10,NaN,NaN,NaN,NaN,NaN,10.0031261641016,43.3475753064207,1.45077710383239e-08,-0.370069261325832,151.878119145182,318.897390319462,-0.933680983838063,7.15100000000007,2
16,16,190,190.480229166667,-0.440402654555328,NaN,-0.350000862160263,190.480217685547,0.0076645210984035,10,NaN,NaN,NaN,NaN,NaN,8.92757326732673,11.429897097202,1.42947692580199e-08,-2.75980599610683,30.4457303134254,83.8681063843061,-0.534497400859939,4.44099999999992,2
17,17,190,190.481143518519,-0.351380575112785,NaN,-0.350000931205513,190.481153133288,0.0113198241808496,10,NaN,NaN,NaN,NaN,NaN,8.52868787373787,9.64407635483734,7.06967464981645e-09,3.13689447663206,34.8965438908624,45.9141023616882,-1.15872771993237,6.40000000000009,2
18,18,190,190.487832175926,-0.633433208180804,NaN,-0.367328990655402,190.487945089502,0.0104219890029769,10,NaN,NaN,NaN,NaN,NaN,10.4872080208021,34.6533890250022,1.48483148183491e-08,-0.769448604767023,108.993170544345,297.875594792291,-0.564046910751841,9.16899999999998,2
19,19,190,190.495447916667,-0.628178515292007,NaN,-0.572698030385534,190.495538349464,0.0866275087082624,10,NaN,NaN,NaN,NaN,NaN,8.90843894389439,34.1822766534738,2.79442762505465e-08,-0.796387730238398,83.1234719103056,260.807433816222,-0.805396270131412,6.21000000000004,2
20,20,190,190.496184027778,-1.71030259725649,NaN,-0.740593837462386,190.496135162817,0.051593915837301,10,NaN,NaN,NaN,NaN,NaN,8.73051725172517,29.9096316573818,2.79442762505465e-08,-0.796387730238398,81.0586420179945,209.907037015517,-1.1823521557918,6.49700000000007,2
21,21,190,190.505578703704,-0.378247732208024,NaN,-0.350002267988989,190.505649517429,0.0110145113032842,10,NaN,NaN,NaN,NaN,NaN,10.6143787128713,58.6271978520438,7.4393993744268e-09,-0.592272173390349,257.374122276862,366.775708162857,-1.03938353583986,6.92700000000002,2
22,22,190,190.506342592593,-0.548887832112428,NaN,-0.350000647628788,190.506240739127,0.0186921812460282,10,NaN,NaN,NaN,NaN,NaN,10.7771846534653,37.1491268772244,1.01911556023618e-08,-0.497260089355246,141.475524539687,292.056861422754,-0.678516731699844,6.28300000000002,2
23,23,190,190.514259259259,-0.362860512927909,NaN,-0.350000274371301,190.514260279429,0.0078317862087462,10,NaN,NaN,NaN,NaN,NaN,10.8935532305808,11.7002737564737,8.87304288764828e-09,-0.113061523981239,48.2689837611726,86.2524656973846,-0.788451863827446,4.16100000000006,2
24,24,190,190.516872685185,-0.397059518232595,NaN,-0.350002130026154,190.516882012013,0.0122632821175502,10,NaN,NaN,NaN,NaN,NaN,10.830404040404,6.48834215281248,6.82930810445184e-09,-0.0816856178640301,30.3340265923564,37.5976232918798,-1.26132028173709,5.48599999999999,2
25,25,190,190.519327546296,-1.09783782089653,NaN,-0.387318846499464,190.519249452163,0.0120888815489113,10,NaN,NaN,NaN,NaN,NaN,11.2722873267327,157.664400316584,3.7793113205134e-08,0.0183015615636022,343.066525786508,1669.62987238487,-0.452728959189111,6.22299999999996,2
26,26,190,190.520126157407,-0.509136593468611,NaN,-0.352454150539162,190.519809107199,0.0290584938893473,10,NaN,NaN,NaN,NaN,NaN,12.0791801784139,85.379755529147,3.7793113205134e-08,0.0183015615636022,189.907456451,976.209562660213,-0.405807358770971,7.12400000000002,2
27,27,190,190.52478587963,-0.460297127883905,NaN,-0.350000736345157,190.524816629194,0.0070189611123588,10,NaN,NaN,NaN,NaN,NaN,8.91808544554455,31.5877716495822,8.31591486697283e-09,-2.93585273457163,110.198263454308,182.457339134321,-0.86068888194423,8.67400000000009,2
28,28,190,190.526494212963,-0.640519522081149,NaN,-0.664515238032204,190.526498809106,0.0078054031285146,10,NaN,NaN,NaN,NaN,NaN,10.1361123762376,4.23164715744373,2.64207500836598e-08,0.159724921891895,12.9707603668346,34.9995488977288,-1.02958083981924,8.14300000000003,2
