Var1,Unnamed_0,Sol,peak_centre,delta_P_obs,p_lor_fit,p_lsr_delta_P,p_lsr_peak_time,p_lsr_fit,pres_rate,delta_V,v_lor_fit,v_lsr_delta_V,v_lsr_peak_time,v_lsr_fit,backg_V,time_FWHM,theta_obs,azimuth,miss_distance,D,delta_P,peak_Bz,mag_rate
6,6,80,80.6212615740741,-0.439913950000118,NaN,-0.382167294947693,80.6212555378223,0.0042347197951202,2,NaN,NaN,NaN,NaN,NaN,6.30945526315789,21.9580465301877,1.30976932899146e-08,1.4491423854694,45.1252465362597,107.962820928561,-0.649224462041332,1.31700000000001,0.2
7,7,80,80.6508912037037,-0.376452550000067,NaN,-0.356762176518888,80.6508912037037,0.0103870723585927,2,NaN,NaN,NaN,NaN,NaN,4.91780263157895,0.501287459211953,5.47967631062196e-09,1.49915281064564,1.19942902747485,0.717637531627796,-4.34313229450375,3.80100000000005,0.2
0,0,81,81.4354976851852,-0.489485300000069,NaN,-0.477197286932912,81.4354833783827,0.0167010799466699,2,NaN,NaN,NaN,NaN,NaN,5.33043767313019,14.7681671333119,6.79968373731664e-09,1.39669594671141,39.7647965435239,8.2425336339397,-44.9028718303284,2.20999999999992,0.2
1,1,81,81.4409201388889,-0.510766249999961,NaN,-0.350000598088114,81.4408880217287,0.0140819414459255,2,NaN,NaN,NaN,NaN,NaN,7.14479473684211,27.4227871153466,2.14482538579833e-08,1.97197419996005,47.7248356515436,174.618864143378,-0.454577396766636,2.05600000000004,0.2
2,2,81,81.455619212963,-0.776005900000087,NaN,-0.759385113523993,81.4556167384358,0.0021670154899023,2,NaN,NaN,NaN,NaN,NaN,4.63745983379501,1.51179460177822,6.8826639755803e-09,1.12403932321211,4.44048469699866,NaN,1.36715192725461,2.43200000000002,0.2
3,3,81,81.5069328703704,-0.403798650000113,NaN,-0.350000159895686,81.506956463593,0.0043990404944768,2,NaN,NaN,NaN,NaN,NaN,5.11798947368421,145.733401762832,9.73944041786664e-09,0.699649708374836,269.60645119065,532.117177110498,-0.709396985498349,1.30999999999995,0.2
4,4,81,81.5077256944444,-0.408962800000154,NaN,-0.350000326602955,81.5074329812658,0.0163954307994668,2,NaN,NaN,NaN,NaN,NaN,5.83802105263158,61.7825640570055,2.16284973788303e-09,-2.81986820172746,276.666964899134,NaN,0.273148723692145,1.17499999999995,0.2
5,5,81,81.5176331018519,-1.51823409999986,NaN,-1.39384112907096,81.5176694513395,0.0137111306194766,2,NaN,NaN,NaN,NaN,NaN,5.77438866396761,18.5960465663275,1.72788042616693e-08,2.88934227204953,58.1542022669487,NaN,10.1565943771267,2.23299999999995,0.2
6,6,81,81.5182060185185,-0.604712199999994,NaN,-0.350224070923993,81.5176940994109,0.0690492416396464,2,NaN,NaN,NaN,NaN,NaN,6.05645321637427,105.070388636499,1.72788042616693e-08,2.88934227204953,172.75058597098,546.240403229253,-0.490336738467749,1.90599999999995,0.2
7,7,81,81.5282696759259,-0.39912430000004,NaN,-0.350001239530379,81.5282238137225,0.008054465497471,2,NaN,NaN,NaN,NaN,NaN,6.07140247678019,21.9127198455507,6.05679924598233e-09,-3.07568398142379,60.9822131531733,58.1738424123822,-1.88844079168145,1.51700000000005,0.2
8,8,81,81.5818171296296,-0.959702600000128,NaN,-1.02513632313956,81.5818152168781,0.0036828475811867,2,NaN,NaN,NaN,NaN,NaN,5.78549307479225,6.07546290607139,1.19802200818031e-08,1.41785721903375,19.6057217502107,NaN,4.96833996357948,0.285999999999945,0.2
9,9,81,81.6122511574074,-1.65754304999996,NaN,-1.50533603939323,81.6122543202313,0.0247956291810057,2,NaN,NaN,NaN,NaN,NaN,5.86997894736842,8.775771059471,4.94856160756061e-08,1.44860856016482,17.1318292700674,39.5417930137109,-2.63562167718256,1.803,0.2
0,0,82,82.3727893518518,-0.377720000000068,NaN,-0.350001569711643,82.3727826957212,0.0034658008487019,2,NaN,NaN,NaN,NaN,NaN,5.97262368421053,11.1912933275625,8.63585051587834e-09,-0.147985825603177,25.6585753470797,44.4474974175414,-0.816553977453581,6.40099999999995,0.2
1,1,82,82.4312094907407,-0.503909550000003,NaN,-0.518874602536271,82.4312095729762,0.000763551787946,2,NaN,NaN,NaN,NaN,NaN,6.16254736842105,3.11675118251424,1.17643390958923e-08,1.67284937314532,7.69156143837047,11.9973894686443,-1.37193133909385,1.98099999999999,0.2
2,2,82,82.4997106481481,-0.595298299999968,NaN,-0.411909183861593,82.4997023654395,0.0012863781295279,2,NaN,NaN,NaN,NaN,NaN,4.23911111111111,15.1066322450638,4.6663161251745e-09,1.56601276512511,36.2794576437983,NaN,1.68503433362922,3.44799999999998,0.2
